EGID	EWID	EDID	WHGNR	WEINR	WSTWK	WBEZ	WMEHRG	WBAUJ	WABBJ	WSTAT	WAREA	WAZIM	WKCHE	WEXPDAT
11528544	1	0			3100		1	1999		3004	180	6	1	2024-02-17
11528545	1	0			3100		1	1999		3004	120	5	1	2024-02-17
11528545	2	0			3101		1	1999		3004	120	5	1	2024-02-17
11528550	1	0			3100		1	1999		3004	350	7	1	2024-02-17
11528553	1	0			3101	links	0	1999		3004	55	2	1	2024-02-17
11528553	2	0			3101	rechts	0	1999		3004	77	3	1	2024-02-17
11528553	3	0			3102		0	1999		3004	134	5	1	2024-02-17
11528553	4	0			3103		0	1999		3004	89	4	1	2024-02-17
11528554	1	0			3100		1	1999		3004	150	5	1	2024-02-17
11528555	1	0			3100		1	1999		3004	140	4	1	2024-02-17
11528555	2	0			3100		1	1999		3004	100	3	1	2024-02-17
11528562	1	0			3100		1	1999		3004	180	6	1	2024-02-17
11528562	2	0			3101		0	1999		3004	80	2	1	2024-02-17
11528563	1	0			3100	West	0	1999		3004	60	2	1	2024-02-17
11528563	2	0			3100	Ost	0	1999		3004	90	4	1	2024-02-17
11528563	3	0			3101	West	0	1999		3004	80	3	1	2024-02-17
11528563	4	0			3101	Ost	0	1999		3004	90	4	1	2024-02-17
11528563	5	0			3102	West	0	1999		3004	60	3	1	2024-02-17
11528563	6	0			3102	Ost	0	1999		3004	90	4	1	2024-02-17
11528563	7	0			3103	West	0	1999		3004	50	2	1	2024-02-17
11528563	8	0			3103	Ost	0	1999		3004	70	2	1	2024-02-17
11528563	9	0			3401	West	0	1999		3004	40	1	1	2024-02-17
11528563	10	0			3401	Ost	0	1999		3004	40	1	1	2024-02-17
11528564	1	0			3100	West	0	1999		3004	85	3	1	2024-02-17
11528564	2	0			3100	Ost	0	1999		3004	90	4	1	2024-02-17
11528564	3	0			3101	West	0	1999		3004	85	3	1	2024-02-17
11528564	4	0			3101	Ost	0	1999		3004	90	4	1	2024-02-17
11528564	5	0			3102	West	1	1999		3004	85	3	1	2024-02-17
11528564	6	0			3102	Ost	1	1999		3004	90	4	1	2024-02-17
11528566	1	0			3101		0	1999		3004	140	4	1	2024-02-17
11528566	2	0			3102		0	1999		3004	140	4	1	2024-02-17
11528566	3	0			3103		0	1999		3004	140	4	1	2024-02-17
11528568	1	0	1801		3100		0	1999		3004	95	4	1	2024-02-17
11528568	2	0	1802		3100		0	1999		3004	75	3	1	2024-02-17
11528568	3	0	1811		3101		0	1999		3004	90	4	1	2024-02-17
11528568	4	0	1812		3101		0	1999		3004	75	3	1	2024-02-17
11528568	5	0	1821		3102		0	1999		3004	90	4	1	2024-02-17
11528568	6	0	1822		3103		0	1999		3004	75	3	1	2024-02-17
11528569	1	0	101		3100	links	0	1999		3004	60	2	1	2024-02-17
11528569	2	0	102		3100	rechts	0	1999		3004	100	4	1	2024-02-17
11528569	3	0	111		3101	links	0	1999		3004	99	4	1	2024-02-17
11528569	4	0	112		3101	rechts	0	1999		3004	121	5	1	2024-02-17
11528569	5	0	121		3102	links	0	1999		3004	99	4	1	2024-02-17
11528569	6	0	122		3102	rechts	0	1999		3004	121	5	1	2024-02-17
11528569	7	0	131		3103	links	0	1999		3004	85	3	1	2024-02-17
11528569	8	0	132		3103	rechts	0	1999		3004	100	4	1	2024-02-17
11528570	1	0			3100		1	1999		3004	180	5	1	2024-02-17
11528571	1	0	1001		3100		0	1999		3004	123	4	1	2024-02-17
11528571	2	0	1002		3100		0	1999		3004	149	5	1	2024-02-17
11528571	3	0	1003		3101	links	0	1999		3004	100	3	1	2024-02-17
11528571	4	0	1004		3101		0	1999		3004	60	2	1	2024-02-17
11528571	5	0	1005		3101	rechts	0	1999		3004	110	3	1	2024-02-17
11528571	6	0	1007		3102	links	1	1999		3004	182	5	1	2024-02-17
11528571	7	0	1006		3102		0	1999		3004	65	2	1	2024-02-17
11528571	8	0	1008		3102	rechts	1	1999		3004	180	5	1	2024-02-17
11528572	1	0			3101		0	1999		3004	108	4	1	2024-02-17
11528572	2	0			3102		0	1999		3004	108	4	1	2024-02-17
11528572	3	0			3103		0	1999		3004	108	4	1	2024-02-17
11528576	1	0			3100		1	1999		3004	179	5	1	2024-02-17
11528577	1	0			3100		1	1999		3004	120	4	1	2024-02-17
11528578	1	0			3100		1	1999		3004	190	4	1	2024-02-17
11528580	1	0			3100	West	0	1999		3004	105	4	1	2024-02-17
11528580	2	0			3100	Ost	0	1999		3004	105	5	1	2024-02-17
11528580	3	0			3101	West	0	1999		3004	105	5	1	2024-02-17
11528580	4	0			3101	Ost	0	1999		3004	105	5	1	2024-02-17
11528580	5	0			3102	West	0	1999		3004	100	5	1	2024-02-17
11528580	6	0			3102	Ost	0	1999		3004	100	2	1	2024-02-17
11528582	1	0			3100		1	1999		3004	220	6	1	2024-02-17
11528585	1	0			3102	links	1	1999		3004	110	5	1	2024-02-17
11528585	2	0			3102	rechts	0	1999		3004	50	3	1	2024-02-17
11528585	3	0			3103	rechts	0	1999		3004	40	2	1	2024-02-17
11528588	1	0	1701		3100	rechts	0	1999		3004	60	2	1	2024-02-17
11528588	2	0	1702		3100	links	0	1999		3004	90	4	1	2024-02-17
11528588	3	0	1711		3101	rechts	0	1999		3004	60	2	1	2024-02-17
11528588	4	0	1712		3101	links	0	1999		3004	90	4	1	2024-02-17
11528588	5	0	1721		3102	links	1	1999		3004	120	5	1	2024-02-17
11528588	6	0	1722		3102	rechts	1	1999		3004	120	5	1	2024-02-17
11528589	1	0			3100		0	1999		3004	135	5	1	2024-02-17
11528589	2	0			3101		0	1999		3004	135	5	1	2024-02-17
11528589	3	0			3102		0	1999		3004	122	4	1	2024-02-17
11528589	4	0			3103		0	1999		3004	102	3	1	2024-02-17
11528589	5	0			3104		0	1999		3004	80	2	1	2024-02-17
11528589	6	0			3100		0	1999		3004	60	2	1	2024-02-17
11528589	7	0			3101		0	1999		3004	115	4	1	2024-02-17
11528589	8	0			3102		0	1999		3004	90	3	1	2024-02-17
11528589	9	0			3103		0	1999		3004	80	2	1	2024-02-17
11528590	1	0			3100	Links	0	1999		3004	104	4	1	2024-02-17
11528590	2	0			3100	Rechts	0	1999		3004	104	4	1	2024-02-17
11528590	3	0			3100		0	1999		3004	66	2	1	2024-02-17
11528590	4	0			3101	Links	0	1999		3004	104	4	1	2024-02-17
11528590	5	0			3101	Rechts	0	1999		3004	104	4	1	2024-02-17
11528590	6	0			3101		0	1999		3004	66	2	1	2024-02-17
11528590	7	0			3102	Links	0	1999		3004	104	4	1	2024-02-17
11528590	8	0			3102	Rechts	0	1999		3004	104	4	1	2024-02-17
11528590	9	0			3102		0	1999		3004	66	2	1	2024-02-17
11528590	10	0			3103	Links	0	1999		3004	120	4	1	2024-02-17
11528590	11	0			3103	Rechts	0	1999		3004	120	4	1	2024-02-17
11528591	1	0	1001		3100	rechts	0	1999		3004	103	4	1	2024-02-17
11528591	2	0	1002		3100	links	0	1999		3004	123	5	1	2024-02-17
11528591	3	0	1011		3101	rechts	0	1999		3004	103	4	1	2024-02-17
11528591	4	0	1012		3101	links	0	1999		3004	123	5	1	2024-02-17
11528591	5	0	1021		3102	rechts	0	1999		3004	103	4	1	2024-02-17
11528591	6	0	1022		3102	links	0	1999		3004	123	5	1	2024-02-17
11528591	7	0	1031		3103		0	1999		3004	212	5	1	2024-02-17
11528594	1	0			3100	links	0	1999		3004	113	4	1	2024-02-17
11528594	2	0			3100	rechts	0	1999		3004	113	4	1	2024-02-17
11528594	3	0			3101	links	0	1999		3004	113	4	1	2024-02-17
11528594	4	0			3101	rechts	0	1999		3004	113	4	1	2024-02-17
11528594	5	0			3102	links	0	1999		3004	113	4	1	2024-02-17
11528594	6	0			3102	rechts	0	1999		3004	113	4	1	2024-02-17
11528594	7	0			3103	links	0	1999		3004	113	4	1	2024-02-17
11528594	8	0			3103	rechts	0	1999		3004	113	4	1	2024-02-17
11528597	1	0			3100		0	1999		3004	250	6	1	2024-02-17
11528597	2	0			3100		1	1999		3004	220	7	1	2024-02-17
11528599	1	0	1102		3101	links	0	1999		3004	109	4	1	2024-02-17
11528599	2	0	1103		3101	rechts	0	1999		3004	110	4	1	2024-02-17
11528599	3	0	1104		3102	links	0	1999		3004	109	4	1	2024-02-17
11528599	4	0	1105		3102	rechts	0	1999		3004	110	4	1	2024-02-17
11528599	5	0	1106		3103	links	0	1999		3004	109	4	1	2024-02-17
11528599	6	0	1107		3103	rechts	0	1999		3004	110	4	1	2024-02-17
11528599	7	0	1108		3104		0	1999		3004	116	4	1	2024-02-17
11528599	8	0	1101		3100		0	1999		3004	72	2	1	2024-02-17
90000050	1	0			3100		1	2002		3004	175	5	1	2024-02-17
90000055	1	0			3100		1	2003		3004	164	5	1	2024-02-17
90000055	2	0			3101		1	2003		3004	290	7	1	2024-02-17
90000056	1	0			3100		1	2001		3004	175	5	1	2024-02-17
90000062	1	0			3100		1	2001		3004	175	5	1	2024-02-17
90000101	1	0			3101	Nordwest	0	2001		3004	165	4	1	2024-02-17
90000101	2	0			3101	Südwest	0	2001		3004	101	3	1	2024-02-17
90000101	3	0			3102	Nordwest	0	2001		3004	165	4	1	2024-02-17
90000101	4	0			3102	Südwest	0	2001		3004	138	3	1	2024-02-17
90000101	5	0			3103	Nordwest	0	2001		3004	196	5	1	2024-02-17
90000101	6	0			3103	Südwest	0	2001		3004	138	3	1	2024-02-17
90000101	7	0			3104	Nordwest	0	2001		3004	174	5	1	2024-02-17
90000101	8	0			3104	Südwest	0	2001		3004	174	4	1	2024-02-17
90000101	9	0			3105	West	0	2001		3004	280	5	1	2024-02-17
90000145	1	0			3100	Südwest	0	1999		3004	90	1	1	2024-02-17
90000145	2	0			3101	Südwest	0	1999		3004	100	3	1	2024-02-17
90000145	3	0			3101	Nordwest	0	1999		3004	90	2	1	2024-02-17
90000145	4	0			3102	Südwest	1	1999		3004	185	5	1	2024-02-17
90000145	5	0			3102	Nordwest	1	1999		3004	165	4	1	2024-02-17
90000145	6	0			3100	Nordwest	0	1999		3004	55	1	1	2024-02-17
90000180	1	0			3101	Süd	0	1999		3004	145	3	1	2024-02-17
90000180	2	0			3101	West	0	1999		3004	40	2	0	2024-02-17
90000180	3	0			3102	West	0	1999		3004	40	2	0	2024-02-17
90000180	4	0			3103	Süd	0	1999		3004	220	5	1	2024-02-17
90000180	5	0			3103	West	0	1999		3004	40	2	0	2024-02-17
90000240	1	0			3101	Dummy	0	2003		3004	100	5	1	2024-02-17
90000240	2	0			3102	Dummy	0	2003		3004	100	5	1	2024-02-17
90000240	3	0			3103	Dummy	1	2003		3004	90	4	1	2024-02-17
90000243	1	0			3100		0	2001		3004	196	5	1	2024-02-17
90000243	2	0			3101		0	2001		3004	165	4	1	2024-02-17
90000252	1	0			3100		1	2001		3004	346	7	1	2024-02-17
90000255	1	0			3100		0	2001		3004	181	4	1	2024-02-17
90000255	2	0			3101		0	2001		3004	206	4	1	2024-02-17
90000258	1	0			3100		0	2001		3004	202	5	1	2024-02-17
90000258	2	0			3101		0	2001		3004	171	4	1	2024-02-17
90000260	1	0			3100		0	2001		3004	206	4	1	2024-02-17
90000260	2	0			3101		0	2001		3004	181	4	1	2024-02-17
90000263	1	0			3100		0	2001		3004	210	5	1	2024-02-17
90000263	2	0			3101		0	2001		3004	179	4	1	2024-02-17
90000267	1	0			3103	Süd	0	2002		3004	123	3	1	2024-02-17
90000267	2	0			3103	Nord	0	2002		3004	136	4	1	2024-02-17
90000267	3	0			3104	Süd	0	2002		3004	123	3	1	2024-02-17
90000267	4	0			3104		0	2002		3004	136	4	1	2024-02-17
90000267	5	0			3105		0	2002		3004	179	5	1	2024-02-17
90000308	1	0			3101	Dummy	0	2002		3004	230	4	1	2024-02-17
90000308	2	0			3102	Dummy	0	2002		3004	260	5	1	2024-02-17
90000308	3	0			3103	Dummy	0	2002		3004	145	3	1	2024-02-17
90000338	1	0			3105	Süd	0	2001		3004	107	2	1	2024-02-17
90000354	1	0			3101		1	1999		3004	231	5	1	2024-02-17
90000391	1	0			3401	West	0	2001		3004	43	1	1	2024-02-17
90000391	2	0			3100		1	2001		3004	174	5	1	2024-02-17
90000504	1	0			3100		1	2001		3004	322	6	1	2024-02-17
90000506	1	0			3100		1	2002		3004	328	6	1	2024-02-17
90000520	1	0			3100		1	2001		3004	301	6	1	2024-02-17
90000523	1	0			3100		1	2001		3004	241	6	1	2024-02-17
90000588	1	0			3101		1	2002		3004	200	6	1	2024-02-17
90000588	2	0			3100		0	2015		3004	140	3	1	2024-02-17
90000596	1	0			3100		1	2004		3004	115	9	1	2024-02-17
90000596	2	1			3102		1	2004		3004	115	8	1	2024-02-17
90000600	1	0			3101	Dummy	0	2005		3004	360	8	1	2024-02-17
90000601	1	0			3100	Nordost	1	2003		3004	220	6	1	2024-02-17
90000839	1	0			3100	links	1	2001		3004	133	4	1	2024-02-17
90000839	2	0			3100	rechts	1	2001		3004	133	4	1	2024-02-17
90003549	1	0			3100		1	1999		3004	300	6	1	2024-02-17
90003549	2	0			3401		0	1999		3004	53	2	1	2024-02-17
90003554	1	0			3100		0	2000		3004	170	3	1	2024-02-17
90003556	1	0			3101		0	1999		3004	142	4	1	2024-02-17
90004491	1	0			3100	rechts	0	2001		3004	114	4	1	2024-02-17
90004491	2	0			3100	links	0	2001		3004	114	4	1	2024-02-17
90004491	3	0			3101	rechts	0	2001		3004	114	4	1	2024-02-17
90004491	4	0			3101	mitte	0	2001		3004	114	4	1	2024-02-17
90004491	5	0			3101	links	0	2001		3004	114	4	1	2024-02-17
90004491	6	0			3102	rechts	0	2001		3004	114	4	1	2024-02-17
90004491	7	0			3102	mitte	0	2001		3004	114	4	1	2024-02-17
90004491	8	0			3102	links	0	2001		3004	114	4	1	2024-02-17
90004491	9	0			3103	rechts	0	2001		3004	100	3	1	2024-02-17
90004491	10	0			3103	links	0	2001		3004	100	3	1	2024-02-17
90004492	1	0			3100	rechts	0	2001		3004	114	4	1	2024-02-17
90004492	2	0			3100	links	0	2001		3004	114	4	1	2024-02-17
90004492	3	0			3101	rechts	0	2001		3004	114	4	1	2024-02-17
90004492	4	0			3101	mitte	0	2001		3004	114	4	1	2024-02-17
90004492	5	0			3101	links	0	2001		3004	114	4	1	2024-02-17
90004492	6	0			3102	rechts	0	2001		3004	114	4	1	2024-02-17
90004492	7	0			3102	mitte	0	2001		3004	114	4	1	2024-02-17
90004492	8	0			3102	links	0	2001		3004	114	4	1	2024-02-17
90004492	9	0			3103	rechts	0	2001		3004	100	3	1	2024-02-17
90004492	10	0			3103	links	0	2001		3004	100	3	1	2024-02-17
90004494	1	0			3100	rechts	0	2001		3004	70	2	1	2024-02-17
90004494	2	0			3100	links	0	2001		3004	115	3	1	2024-02-17
90004494	3	0			3101	links	0	2001		3004	100	3	1	2024-02-17
90004494	4	0			3101	rechts	0	2001		3004	120	5	1	2024-02-17
90004494	5	0			3102	links	0	2001		3004	100	3	1	2024-02-17
90004494	6	0			3102	rechts	0	2001		3004	120	5	1	2024-02-17
90004494	7	0			3103	links	0	2001		3004	100	3	1	2024-02-17
90004494	8	0			3103	rechts	0	2001		3004	120	5	1	2024-02-17
90004494	9	0			3104		0	2001		3004	165	5	1	2024-02-17
90004494	19	2			3100	rechts	0	2001		3004	128	4	1	2024-02-17
90004494	20	2			3101	rechts	0	2001		3004	115	4	1	2024-02-17
90004494	21	2			3103	links	0	2001		3004	115	4	1	2024-02-17
90004494	22	2			3100	links	0	2001		3004	110	3	1	2024-02-17
90004494	23	2			3104		0	2001		3004	165	5	1	2024-02-17
90004494	24	2			3102	rechts	0	2001		3004	115	4	1	2024-02-17
90004494	25	2			3102	links	0	2001		3004	115	4	1	2024-02-17
90004494	26	2			3101	links	0	2001		3004	115	4	1	2024-02-17
90004494	27	2			3103	rechts	0	2001		3004	115	4	1	2024-02-17
90004495	1	0			3100	Rechts	0	2001	2022	3007	128	4	1	2024-02-17
90004495	2	0			3100	Links	0	2001	2022	3007	110	3	1	2024-02-17
90004495	3	0			3101	Rechts	0	2001	2022	3007	115	4	1	2024-02-17
90004495	4	0			3101	Links	0	2001	2022	3007	115	4	1	2024-02-17
90004495	5	0			3102	Rechts	0	2001	2022	3007	115	4	1	2024-02-17
90004495	6	0			3102	Links	0	2001	2022	3007	115	4	1	2024-02-17
90004495	7	0			3103	Rechts	0	2001	2022	3007	115	4	1	2024-02-17
90004495	8	0			3103	Links	0	2001	2022	3007	115	4	1	2024-02-17
90004495	9	0			3104		0	2001	2022	3007	165	5	1	2024-02-17
90004496	1	0			3100	Rechts	0	2001	2022	3007	125	4	1	2024-02-17
90004496	2	0			3100	Links	0	2001	2022	3007	125	4	1	2024-02-17
90004496	3	0			3101	Rechts	0	2001	2022	3007	116	4	1	2024-02-17
90004496	4	0			3101	Links	0	2001	2022	3007	135	5	1	2024-02-17
90004496	5	0			3102	Rechts	0	2001	2022	3007	116	4	1	2024-02-17
90004496	6	0			3102	Links	0	2001	2022	3007	135	5	1	2024-02-17
90004496	7	0			3103	Rechts	0	2001	2022	3007	116	4	1	2024-02-17
90004496	8	0			3103	Links	0	2001	2022	3007	135	5	1	2024-02-17
90004496	9	0			3104		0	2001	2022	3007	165	5	1	2024-02-17
90004498	1	0			3100		0	2001		3004	147	6	1	2024-02-17
101230843	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230844	1	0			3100	Sued-West	1	2001		3004	107	6	1	2024-02-17
101230848	1	0			3100		1	2001		3004	170	6	1	2024-02-17
101230849	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230850	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230852	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230853	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230857	1	0			3101		1	2001		3004	150	6	1	2024-02-17
101230858	1	0			3100		1	2001		3004	190	6	1	2024-02-17
101230859	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230861	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230862	1	0			3100		1	2001		3004	150	6	1	2024-02-17
101230863	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230864	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101230865	1	0			3100		1	2001		3004	107	6	1	2024-02-17
101231071	1	0			3100		1	2003		3004	288	7	1	2024-02-17
101231074	1	0			3101	Links	0	2003		3004	105	4	1	2024-02-17
101231074	2	0			3101	Rechts	0	2003		3004	105	4	1	2024-02-17
101231074	3	0			3101	Mitte	0	2003		3004	58	2	1	2024-02-17
101231074	4	0			3102	Links	0	2003		3004	105	4	1	2024-02-17
101231074	5	0			3102	Rechts	0	2003		3004	105	4	1	2024-02-17
101231074	6	0			3103	Links	0	2003		3004	120	5	1	2024-02-17
101231074	7	0			3103	Rechts	0	2003		3004	120	5	1	2024-02-17
101231078	1	0	5A		3100	Nord-West	1	2000		3004	153	6	1	2024-02-17
101231080	1	0	5B		3100	Nord-West	1	2000		3004	153	6	1	2024-02-17
101231081	1	0	5C		3100	Nord-West	1	2000		3004	153	6	1	2024-02-17
101231082	1	0	18A		3100	Sued-West	1	2000		3004	120	5	1	2024-02-17
101231083	1	0			3100	Sued-West	1	2000		3004	120	5	1	2024-02-17
101231084	1	0	18C		3100	Sued-West	1	2000		3004	120	5	1	2024-02-17
101231085	1	0	5D		3100	Nord-West	1	2000		3004	153	6	1	2024-02-17
101231086	1	0			3100	SUEDEN	1	2000		3004	225	6	1	2024-02-17
101231087	1	0			3100		0	2000		3004	158	5	1	2024-02-17
101231087	2	0			3101		0	2000		3004	158	5	1	2024-02-17
101231087	3	0			3102		0	2000		3004	158	5	1	2024-02-17
101231088	1	0			3100	Nord-West	1	2001		3004	172	6	1	2024-02-17
101231096	1	0			3100		0	2002		3004	130	4	1	2024-02-17
101231096	2	0			3101		0	2002		3004	140	5	1	2024-02-17
101231096	3	0			3102		0	2002		3004	136	4	1	2024-02-17
101231140	1	0			3100	Sued-Ost	1	2002		3004	175	5	1	2024-02-17
101231141	1	0			3100	Sued-Ost	1	2002		3004	175	5	1	2024-02-17
101231142	1	0			3100	Sued-Ost	1	2002		3004	175	5	1	2024-02-17
101231144	1	0	8		3401		0	2004		3004	192	5	1	2024-02-17
101231144	2	0	10		3100	links	0	2004		3004	168	5	1	2024-02-17
101231144	3	0	9		3100	Rechts West	0	2004		3004	168	5	1	2024-02-17
101231144	4	0	12		3101	Links Ost	0	2004		3004	168	5	1	2024-02-17
101231144	5	0	11		3101	Rechts West	0	2004		3004	168	5	1	2024-02-17
101231144	6	0	14		3102	Links Ost	0	2004		3004	168	5	1	2024-02-17
101231144	7	0	13		3102	Rechts West	0	2004		3004	168	5	1	2024-02-17
101231144	8	0	15		3103		0	2004		3004	214	5	1	2024-02-17
101231145	1	0	2		3100	Links Ost	0	2003		3004	168	5	1	2024-02-17
101231145	2	0	1		3100	Rechts West	0	2003		3004	168	5	1	2024-02-17
101231145	3	0	4		3101	Links Ost	0	2003		3004	168	5	1	2024-02-17
101231145	4	0	3		3101	Rechts West	0	2003		3004	168	5	1	2024-02-17
101231145	5	0	6		3102	Links Ost	0	2003		3004	168	5	1	2024-02-17
101231145	6	0	5		3102	Rechts West	0	2003		3004	168	5	1	2024-02-17
101231145	7	0	7		3103	SUED	0	2003		3004	214	5	1	2024-02-17
101231152	1	0			3100	Sued-Ost	1	2002		3004	210	6	1	2024-02-17
101231153	1	0			3100	Sued-West	1	2002		3004	220	6	1	2024-02-17
101231154	1	0			3100	Sued-West	1	2002		3004	205	6	1	2024-02-17
101231155	1	0			3100	Sued-West	1	2002		3004	220	6	1	2024-02-17
101231156	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231157	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231158	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231159	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231160	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231161	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231162	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231163	1	0			3100	Sued-West	1	2002		3004	160	5	1	2024-02-17
101231164	1	0			3100	Sued-Ost	1	2002		3004	130	5	1	2024-02-17
101231165	1	0			3100	Sued-Ost	1	2002		3004	130	5	1	2024-02-17
101231166	1	0			3100	Sued-Ost	1	2002		3004	130	5	1	2024-02-17
101231167	1	0			3100	Sued-Ost	1	2002		3004	130	5	1	2024-02-17
101231177	1	0			3101	West	0	2003		3004	175	5	1	2024-02-17
101231177	2	0			3102	West	0	2003		3004	175	5	1	2024-02-17
101231177	3	0			3103	West	0	2003		3004	150	4	1	2024-02-17
101231185	1	0			3100	Rechts Südwest	1	2002		3004	180	5	1	2024-02-17
101231185	2	0			3100	Links S-W	1	2002		3004	140	5	1	2024-02-17
101231185	3	0			3100	Mitte Südwest	1	2002		3004	100	3	1	2024-02-17
101231404	1	0			3100		1	1999		3004	165	5	1	2024-02-17
101231404	2	0			3100		0	1999		3004	50	2	1	2024-02-17
101231405	1	0			3100		1	2001		3004	251	8	1	2024-02-17
101231406	1	0			3100		0	2001		3004	90	4	1	2024-02-17
101231406	2	0			3101		0	2001		3004	90	3	1	2024-02-17
101231406	3	0			3102		0	2001		3004	50	2	1	2024-02-17
101231417	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231418	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231421	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231422	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231423	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231424	1	0			3100		1	2002		3004	210	6	1	2024-02-17
101231425	1	0			3100		1	2002		3004	299	11	1	2024-02-17
101231427	1	0			3100		1	2002		3004	251	8	1	2024-02-17
101231429	1	0			3100		0	2002		3004	150	6	1	2024-02-17
101231429	2	0			3101	rechts	0	2002		3004	65	9	1	2024-02-17
101231429	3	0			3101	links	0	2002		3004	19	1	1	2024-02-17
101231433	1	0			3101	rechts	0	2016		3004	116	1	1	2024-02-17
101231433	2	0			3101	mitte	0	2016		3004	94	1	1	2024-02-17
101231434	1	0			3100	rechts	0	2002	2022	3007	118	5	1	2024-02-17
101231434	2	0			3100	links	0	2002	2022	3007	105	4	1	2024-02-17
101231434	3	0			3101	rechts	0	2002	2022	3007	118	5	1	2024-02-17
101231434	4	0			3101	links	0	2002	2022	3007	105	4	1	2024-02-17
101231434	5	0			3102	rechts	0	2002	2022	3007	118	5	1	2024-02-17
101231434	6	0			3102	links	0	2002	2022	3007	105	4	1	2024-02-17
101231434	7	0			3103	rechts	0	2002	2022	3007	118	5	1	2024-02-17
101231434	8	0			3103	links	0	2002	2022	3007	105	4	1	2024-02-17
101231434	9	0			3104	rechts	0	2002	2022	3007	118	5	1	2024-02-17
101231434	10	0			3104	links	0	2002	2022	3007	105	4	1	2024-02-17
101231437	1	0			3102	mitte	0	2002		3004	55	2	1	2024-02-17
101231437	2	0			3103	rechts	0	2002		3004	103	4	1	2024-02-17
101231437	3	0			3103	links	0	2002		3004	103	4	1	2024-02-17
101231437	4	0			3103	mitte	0	2002		3004	55	2	1	2024-02-17
101231437	5	0			3104	links	0	2002		3004	103	4	1	2024-02-17
101231437	6	0			3100	rechts	0	2002		3004	103	4	1	2024-02-17
101231437	7	0			3100	links	0	2002		3004	103	4	1	2024-02-17
101231437	8	0			3100	mitte	0	2002		3004	55	2	1	2024-02-17
101231437	9	0			3101	rechts	0	2002		3004	103	4	1	2024-02-17
101231437	10	0			3101	links	0	2002		3004	103	4	1	2024-02-17
101231437	11	0			3101	mitte	0	2002		3004	55	2	1	2024-02-17
101231437	12	0			3102	rechts	0	2002		3004	103	4	1	2024-02-17
101231437	13	0			3102	links	0	2002		3004	103	4	1	2024-02-17
101231437	14	0			3104	rechts	0	2013		3004	103	4	1	2024-02-17
101231437	15	1			3104	rechts	0	2002		3004	118	5	1	2024-02-17
101231437	16	1			3104	links	0	2002		3004	105	4	1	2024-02-17
101231437	17	1			3102	rechts	0	2002		3004	118	5	1	2024-02-17
101231437	18	1			3102	links	0	2002		3004	105	4	1	2024-02-17
101231437	19	1			3100	links	0	2002		3004	105	4	1	2024-02-17
101231437	20	1			3103	rechts	0	2002		3004	118	5	1	2024-02-17
101231437	21	1			3100	rechts	0	2002		3004	118	5	1	2024-02-17
101231437	22	1			3101	links	0	2002		3004	105	4	1	2024-02-17
101231437	23	1			3103	links	0	2002		3004	105	4	1	2024-02-17
101231437	24	1			3101	rechts	0	2002		3004	118	5	1	2024-02-17
101231438	1	0			3100		1	2002		3004	153	6	1	2024-02-17
101231441	1	0			3104	MITTE	0	2002		3004	170	4	1	2024-02-17
101231441	2	0			3100	RECHTS	0	2002		3004	112	4	1	2024-02-17
101231441	3	0			3100	LINKS	0	2002		3004	98	3	1	2024-02-17
101231441	4	0			3101	RECHTS	0	2002		3004	112	4	1	2024-02-17
101231441	5	0			3101	LINKS	0	2002		3004	98	3	1	2024-02-17
101231441	6	0			3102	RECHTS	0	2002		3004	112	4	1	2024-02-17
101231441	7	0			3102	LINKS	0	2002		3004	98	3	1	2024-02-17
101231441	8	0			3103	RECHTS	0	2002		3004	112	4	1	2024-02-17
101231441	9	0			3103	LINKS	0	2002		3004	98	3	1	2024-02-17
101231443	1	0			3100	Links	0	2002		3004	108	4	1	2024-02-17
101231443	2	0			3100	Rechts	0	2002		3004	75	2	1	2024-02-17
101231443	3	0			3101	Links	0	2002		3004	108	4	1	2024-02-17
101231443	4	0			3101	Rechts	0	2002		3004	75	2	1	2024-02-17
101231443	5	0			3102	Links	0	2002		3004	108	4	1	2024-02-17
101231443	6	0			3102	Rechts	0	2002		3004	75	2	1	2024-02-17
